market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-19,5.0,5.0,5.0,5.0,20,20,5.0,5.0
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-20,0.0,0.0,0.0,5.0,20,0,5.0,5.0
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-21,0.0,0.0,0.0,5.0,20,0,5.0,5.0
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-22,2.2,2.2,2.2,2.2,22,2,5.0,2.2
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-23,4.4,4.4,2.9,3.5,33,11,5.0,2.2
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-24,2.8,2.8,2.8,2.8,39,6,5.0,2.2
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-25,1.7,1.7,0.5,0.5,36,35,5.0,0.5
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-26,0.1,0.1,0.1,0.1,36,20,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-27,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-02-28,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-01,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-02,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-03,0.1,0.1,0.1,0.1,36,6,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-04,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-05,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-06,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-07,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-08,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-09,0.0,0.0,0.0,0.1,36,0,5.0,0.1
713070,AI.2010.TYLER,Tyler Grady to win American Idol,2010-03-10,0.4,0.4,0.4,0.4,20,16,5.0,0.1
