market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-14,0.0,0.0,0.0,0.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-15,0.0,0.0,0.0,0.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-16,0.0,0.0,0.0,0.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-17,0.0,0.0,0.0,12.5,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-18,0.0,0.0,0.0,12.5,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-19,0.0,0.0,0.0,12.5,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-20,0.0,0.0,0.0,21.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-21,0.0,0.0,0.0,21.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-22,0.0,0.0,0.0,19.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-23,0.0,0.0,0.0,26.0,0,0,0.0,0.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-24,35.0,35.0,35.0,26.0,20,20,35.0,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-25,0.0,0.0,0.0,26.0,20,0,35.0,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-26,0.0,0.0,0.0,26.0,20,0,35.0,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-27,0.0,0.0,0.0,33.0,20,0,35.0,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-28,0.0,0.0,0.0,33.0,20,0,35.0,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-29,0.0,0.0,0.0,33.0,20,0,35.0,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-30,44.0,45.8,44.0,0.0,35,15,45.8,35.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2005-12-31,41.0,41.0,32.0,38.0,67,32,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-01,0.0,0.0,0.0,38.0,67,0,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-02,0.0,0.0,0.0,32.0,67,0,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-03,38.0,38.0,38.0,38.5,70,3,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-04,38.0,38.0,36.1,36.1,77,9,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-05,34.5,38.0,34.5,35.0,97,20,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-06,34.0,37.0,34.0,35.0,106,9,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-07,37.0,37.0,32.0,37.0,127,21,45.8,32.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-08,37.0,37.0,30.0,0.0,324,212,45.8,30.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-09,27.0,27.0,26.0,27.0,344,20,45.8,26.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-10,27.9,27.9,25.0,20.0,354,11,45.8,25.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-11,0.0,0.0,0.0,14.0,354,0,45.8,25.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-12,0.0,0.0,0.0,14.0,354,0,45.8,25.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-13,0.0,0.0,0.0,14.0,354,0,45.8,25.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-14,20.0,20.0,20.0,14.0,355,1,45.8,20.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-15,17.0,17.0,17.0,17.0,355,1,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-16,20.0,32.5,20.0,23.0,360,141,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-17,0.0,0.0,0.0,23.0,360,0,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-18,22.0,22.0,19.0,21.0,380,32,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-19,17.0,17.1,17.0,21.0,401,21,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-20,22.5,22.5,17.0,17.5,412,11,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-21,0.0,0.0,0.0,17.2,412,0,45.8,17.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-22,17.5,17.5,6.0,15.0,422,21,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-23,15.0,17.5,15.0,15.0,425,13,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-24,0.0,0.0,0.0,15.0,425,0,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-25,17.5,17.5,17.5,17.5,435,10,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-26,0.0,0.0,0.0,16.0,435,0,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-27,0.0,0.0,0.0,16.0,435,0,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-28,17.5,17.5,17.5,16.0,435,1,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-29,11.1,11.1,11.1,16.0,436,14,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-30,12.5,12.5,12.5,16.0,440,4,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-01-31,13.8,15.0,11.5,13.8,577,187,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-01,11.1,11.1,11.1,11.1,581,4,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-02,0.0,0.0,0.0,11.1,581,0,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-03,11.0,11.0,11.0,11.1,584,3,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-04,7.1,11.0,7.1,7.1,588,4,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-05,0.0,0.0,0.0,7.1,588,0,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-06,0.0,0.0,0.0,7.1,588,0,45.8,6.0
315533,ACTOR.LEDGER,Heath Ledger (Brokeback Mountain) to Win,2006-02-07,0.0,0.0,0.0,7.1,588,0,45.8,6.0
