market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-18,0.0,0.0,0.0,55.0,0,0,0.0,0.0
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-19,47.0,52.0,47.0,49.5,56,61,52.0,47.0
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-20,52.0,52.0,52.0,49.5,56,10,52.0,47.0
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-21,47.0,48.1,46.3,47.0,241,191,52.0,46.3
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-22,41.2,46.0,41.0,45.0,278,37,52.0,41.0
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-23,43.5,43.5,40.9,42.5,299,22,52.0,40.9
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-24,44.5,44.5,41.0,42.0,364,70,52.0,40.9
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-25,42.0,42.0,38.6,41.0,379,22,52.0,38.6
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-26,40.0,49.9,40.0,43.5,385,60,52.0,38.6
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-27,41.4,41.4,40.0,40.0,452,110,52.0,38.6
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-28,40.8,41.0,40.8,40.0,464,42,52.0,38.6
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-29,42.9,42.9,42.9,42.9,464,10,52.0,38.6
234745,EU.FRANCE.YES,France to Accept the EU Constitution in the referendum scheduled for May 29th, 05,2005-04-30,43.0,45.0,42.1,43.5,450,155,52.0,38.6
