market id,market symbol,market name,trade quantity,trade price,date/time [utc]
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,50.0,Mar/12/2011 23:01:27
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,50.0,Mar/14/2011 02:51:11
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,5,49.0,Mar/16/2011 22:31:21
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,50.0,Mar/16/2011 22:31:21
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,50.0,Mar/18/2011 17:58:52
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,5,40.0,Mar/21/2011 20:21:25
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,15,39.0,Mar/23/2011 07:33:48
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,20,40.0,Mar/23/2011 17:06:42
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,30.1,Mar/28/2011 15:18:24
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,25.0,Mar/29/2011 19:49:17
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,20,25.0,Mar/29/2011 19:49:17
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,35.0,Mar/30/2011 10:01:50
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,36.0,Mar/30/2011 10:01:50
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,5,40.0,Mar/31/2011 21:09:51
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,6,40.0,Apr/04/2011 17:44:25
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,5,40.0,Apr/04/2011 17:44:25
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,49.9,Apr/04/2011 17:44:25
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,4,50.0,Apr/04/2011 17:44:25
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,84,50.0,Apr/04/2011 19:30:50
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,20.0,Apr/04/2011 19:42:16
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,50.0,Apr/16/2011 14:09:27
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,90.0,Apr/16/2011 22:22:33
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,50.0,Apr/17/2011 00:28:11
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,11.0,May/04/2011 03:26:21
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,4,11.0,May/07/2011 19:37:54
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,10.0,May/14/2011 21:09:01
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,9,10.0,May/14/2011 21:09:01
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,3,10.0,May/16/2011 17:29:59
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,12.0,May/20/2011 18:16:24
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,12.0,May/22/2011 02:37:14
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,12.0,May/22/2011 02:51:11
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,4,12.0,May/24/2011 15:08:03
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,12.0,May/26/2011 19:08:31
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,1,12.0,May/28/2011 03:19:13
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,2,30.0,May/28/2011 15:26:15
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,8,32.5,May/28/2011 16:52:50
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,2,30.0,May/28/2011 18:46:01
747478,SHEEN.TROUBLE.JUN11,Charlie Sheen to be arrested, in rehab or in hospital before midnight ET 30 Jun 2011,2,20.0,May/29/2011 02:28:21
