market id,market symbol,market name,trade quantity,trade price,date/time [utc]
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,37.5,Jan/25/2012 04:49:09
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,18.0,Jan/25/2012 17:55:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,19.0,Jan/25/2012 21:25:59
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,17.6,Jan/26/2012 04:01:53
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,17.6,Jan/27/2012 07:41:05
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,17.6,Jan/27/2012 17:30:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,6,17.6,Jan/27/2012 17:30:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,17.5,Jan/28/2012 22:26:52
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,18.0,Jan/30/2012 15:30:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.0,Jan/31/2012 04:23:19
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,18.9,Jan/31/2012 21:57:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,15,17.5,Jan/31/2012 23:55:20
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,17.6,Jan/31/2012 23:55:20
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,19.0,Feb/01/2012 23:14:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,20.0,Feb/01/2012 23:14:51
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,20.0,Feb/01/2012 23:14:51
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,24.8,Feb/02/2012 00:23:17
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,24.8,Feb/02/2012 00:23:17
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,29.9,Feb/02/2012 00:23:28
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,29.9,Feb/02/2012 00:23:28
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,29.9,Feb/02/2012 01:08:05
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,29.9,Feb/02/2012 01:08:05
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,29.9,Feb/02/2012 01:47:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,28,30.0,Feb/02/2012 01:47:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,29.9,Feb/02/2012 01:47:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,29.9,Feb/02/2012 01:47:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,18.4,Feb/02/2012 18:53:39
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.5,Feb/02/2012 21:12:03
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.5,Feb/02/2012 21:12:22
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.5,Feb/03/2012 00:34:43
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,17.5,Feb/03/2012 09:51:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,11.5,Feb/03/2012 18:56:56
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,11.5,Feb/03/2012 18:56:56
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,18.5,Feb/04/2012 03:23:25
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,18.5,Feb/04/2012 03:23:25
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,18.5,Feb/04/2012 04:04:15
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,18.0,Feb/04/2012 18:07:02
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.5,Feb/05/2012 13:11:38
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.5,Feb/05/2012 14:08:47
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,5.3,Feb/07/2012 02:56:07
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,18.0,Feb/08/2012 03:51:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,15.0,Feb/09/2012 02:32:35
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,15.0,Feb/09/2012 20:22:28
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,15.0,Feb/09/2012 20:22:28
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,15.0,Feb/09/2012 20:22:28
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,17.0,Feb/09/2012 20:23:03
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.0,Feb/09/2012 20:23:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.4,Feb/09/2012 20:24:22
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.4,Feb/09/2012 20:24:22
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,12.0,Feb/09/2012 21:02:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,18.4,Feb/09/2012 21:08:54
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,18.4,Feb/09/2012 21:08:54
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,11.5,Feb/10/2012 00:27:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,11.5,Feb/10/2012 00:27:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,3.5,Feb/10/2012 08:52:00
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,5.0,Feb/11/2012 23:30:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,5.0,Feb/11/2012 23:30:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,4.3,Feb/11/2012 23:30:58
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,11.9,Feb/12/2012 19:14:56
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,17.0,Feb/13/2012 16:30:33
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,11.0,Feb/14/2012 13:39:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,15.0,Feb/16/2012 05:02:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,15.0,Feb/16/2012 05:02:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,16.4,Feb/20/2012 04:24:44
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,16.4,Feb/20/2012 04:24:44
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,16.5,Feb/20/2012 04:25:18
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,16.4,Feb/21/2012 13:38:08
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,9.1,Feb/23/2012 15:43:11
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,10.0,Feb/23/2012 22:44:03
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.9,Feb/24/2012 05:07:14
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,200,12.0,Feb/27/2012 05:28:17
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,13.9,Feb/27/2012 05:28:31
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,10.1,Feb/27/2012 19:07:56
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.9,Feb/28/2012 01:31:53
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.8,Feb/29/2012 14:58:14
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.9,Feb/29/2012 14:58:50
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,14.9,Feb/29/2012 14:58:50
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.9,Feb/29/2012 14:58:50
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,15.4,Mar/05/2012 22:25:30
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,15.4,Mar/05/2012 22:25:30
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,12.5,Mar/06/2012 22:45:16
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,15.4,Mar/07/2012 01:23:53
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,15.5,Mar/07/2012 04:41:03
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,12.5,Mar/11/2012 17:45:54
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,11.1,Mar/11/2012 17:46:10
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,11.1,Mar/11/2012 17:46:10
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,10.0,Mar/11/2012 17:46:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,24,10.0,Mar/11/2012 17:46:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,9.0,Mar/13/2012 19:23:39
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.5,Mar/19/2012 15:06:36
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,12.0,Mar/20/2012 14:48:33
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,9.1,Mar/31/2012 18:23:35
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,9.1,Apr/05/2012 11:42:50
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,8.5,Apr/07/2012 00:47:00
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,6,9.9,Apr/07/2012 09:33:41
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,24,9.9,Apr/10/2012 18:55:45
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,9.9,Apr/10/2012 18:55:45
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,7.0,Apr/12/2012 20:24:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,9.9,Apr/12/2012 20:24:32
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,8.0,Apr/12/2012 20:31:52
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,48,8.0,Apr/15/2012 01:59:43
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,7.9,Apr/15/2012 01:59:43
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,4.7,Apr/17/2012 16:12:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,4.7,Apr/17/2012 16:12:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,7.4,Apr/19/2012 02:03:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,7.0,Apr/22/2012 19:27:59
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,19,4.4,Apr/24/2012 17:51:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,4.3,Apr/24/2012 17:51:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,24,4.3,Apr/24/2012 17:51:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,6,3.1,Apr/25/2012 16:04:54
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,19,3.0,Apr/25/2012 16:05:07
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,6.8,Apr/28/2012 10:15:29
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,6.8,Apr/28/2012 10:15:29
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,93,6.8,Apr/28/2012 10:34:07
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,10.0,Apr/30/2012 17:12:04
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,9.2,May/04/2012 15:31:58
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,9.7,May/04/2012 15:32:12
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,250,9.8,May/04/2012 15:32:35
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,10.0,May/05/2012 16:30:25
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,9.9,May/07/2012 03:31:34
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,14.9,May/07/2012 03:31:52
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,9.7,May/10/2012 11:38:22
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,9.7,May/10/2012 21:04:45
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,9,8.5,May/10/2012 21:04:45
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,16,8.5,May/11/2012 22:42:31
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,14.0,May/14/2012 12:33:38
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,13.8,May/14/2012 12:33:38
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,9.9,May/15/2012 15:23:03
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,16,10.0,May/15/2012 15:23:30
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,10.0,May/20/2012 23:30:16
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,7.1,May/23/2012 11:40:14
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,10.0,May/24/2012 16:08:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,7.1,May/25/2012 15:12:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,9.0,May/26/2012 06:08:56
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,10.0,May/26/2012 06:09:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,11.5,May/26/2012 06:10:17
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,11.8,May/26/2012 06:10:55
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,5.7,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,20,5.0,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,7.1,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,5.1,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,5.6,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,6.1,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,6.6,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,6.3,May/29/2012 12:42:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,4.6,May/30/2012 11:44:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,4.6,May/30/2012 11:44:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,8.0,May/30/2012 17:38:19
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,4.1,Jun/03/2012 03:46:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.6,Jun/03/2012 03:46:15
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.1,Jun/03/2012 03:46:24
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,32,3.0,Jun/03/2012 03:46:40
