market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-20,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-21,0.0,0.0,0.0,0.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-22,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-23,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-24,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-25,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-26,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-27,0.0,0.0,0.0,0.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-28,0.0,0.0,0.0,0.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-29,0.0,0.0,0.0,0.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-30,0.0,0.0,0.0,0.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-10-31,0.0,0.0,0.0,50.0,0,0,0.0,0.0
297959,DESPERATE.30OCT.OVER26.8M,Total Viewers for Desperate Housewives to be ON or OVER 26.8,2005-11-01,0.0,0.0,0.0,50.0,0,0,0.0,0.0
