market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-11,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-12,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-13,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-14,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-15,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-16,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-17,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-18,0.0,0.0,0.0,0.0,0,0,0.0,0.0
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-19,0.1,0.1,0.1,0.1,1,1,0.1,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-20,0.2,0.2,0.2,0.2,6,5,0.2,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-21,0.0,0.0,0.0,0.2,6,0,0.2,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-22,0.0,0.0,0.0,0.2,6,0,0.2,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-23,,,,0.2,6,0,0.2,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-24,,,,0.2,6,0,0.2,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-25,,,,0.2,6,0,0.2,0.1
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,2010-11-26,,,,0.2,6,0,0.2,0.1
