market id,market symbol,market name,trade quantity,trade price,date/time [utc]
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,1,0.1,Nov/19/2010 10:30:11
743471,TIME.2010.WARR/SCHAP/BAIR,Elizabeth Warren, Mary Schapiro and Sheila Bair to be named Time Magazine Person of the Year 2010,5,0.2,Nov/20/2010 18:38:03
