market id,market symbol,market name,trade quantity,trade price,date/time [utc]
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,47.0,Jan/29/2006 01:50:13
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,45.0,Jan/30/2006 20:57:14
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,1,46.0,Feb/01/2006 05:53:03
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,9,47.0,Feb/01/2006 05:54:22
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,50.0,Feb/04/2006 04:26:21
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,1,51.0,Feb/05/2006 14:14:05
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,8,52.0,Feb/05/2006 14:14:05
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,2,52.0,Feb/05/2006 15:25:54
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,1,50.0,Feb/07/2006 16:20:10
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,2,50.0,Feb/07/2006 23:27:47
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,2,50.0,Feb/07/2006 23:37:59
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,5,50.0,Feb/08/2006 08:24:48
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,53.9,Feb/08/2006 15:32:17
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,54.0,Feb/08/2006 15:32:17
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,57.0,Feb/08/2006 16:38:41
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,60.0,Feb/08/2006 19:35:02
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,64.0,Feb/08/2006 21:06:16
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,2,59.0,Feb/08/2006 22:49:09
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,5,70.0,Feb/09/2006 00:25:55
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,2,70.0,Feb/09/2006 00:38:47
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,20,61.1,Feb/09/2006 00:51:32
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,6,59.0,Feb/09/2006 00:52:47
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,20.0,Feb/09/2006 04:04:01
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,2,0.1,Feb/09/2006 04:34:22
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,17,0.1,Feb/09/2006 04:34:22
314855,SONG.WE.BELONG,We Belong Together - J Austin, M Carey, J Dupri & M Seal to Win,10,0.1,Feb/09/2006 05:49:48
