market id,market symbol,market name,trade quantity,trade price,date/time [utc]
750790,CRAZY.STUPID.LOVE.+$12.0M,Crazy, Stupid, Love to gross OVER $12.0M in opening weekend,1,70.0,Jul/26/2011 13:11:54
