market id,market symbol,market name,trade quantity,trade price,date/time [utc]
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,6,20.0,May/04/2009 09:20:43
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,10,16.0,Jun/14/2009 01:17:16
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,2,16.1,Jun/14/2009 01:17:16
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,1,16.0,Jul/15/2009 19:56:01
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,1,16.0,Jul/15/2009 19:56:06
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,5,18.0,Apr/01/2010 15:36:21
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,5,18.0,Apr/07/2010 22:51:28
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,1,12.2,Apr/28/2010 21:07:20
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,2,7.0,May/11/2010 20:40:16
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,4,10.0,May/31/2010 21:23:05
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,2,7.0,Jun/25/2010 17:58:36
677494,USA.VAT/GST/SALES.DEC10,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2010,4,0.7,Jul/09/2010 19:43:09
