market id,market symbol,market name,trade quantity,trade price,date/time [utc]
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,10,21.0,Nov/13/2009 16:01:05
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,20,15.0,Jan/31/2010 00:03:00
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,2,25.0,Mar/26/2010 16:36:20
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,25.0,Apr/07/2010 16:32:26
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,25.0,Apr/07/2010 17:33:30
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,1,25.0,Apr/08/2010 21:46:20
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,10,22.0,Apr/09/2010 21:02:16
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,23.0,Apr/28/2010 21:07:54
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,23.0,Apr/28/2010 21:07:54
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,2,27.0,May/04/2010 14:53:32
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,3,27.0,May/06/2010 21:04:07
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,8,15.4,Jul/23/2010 12:46:59
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,1,20.0,Oct/01/2010 05:25:01
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,2,22.0,Oct/08/2010 08:37:10
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,5.5,Nov/04/2010 02:47:07
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,20,5.5,Nov/04/2010 02:47:07
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,2,5.5,Nov/04/2010 02:47:48
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,20,5.0,Nov/04/2010 02:48:05
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,3,22.0,Nov/17/2010 23:53:55
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,10,29.0,Nov/17/2010 23:54:19
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,7,83.0,Nov/18/2010 00:01:49
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,1,7.1,Nov/24/2010 03:57:46
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,28,15.0,Jan/06/2011 03:41:20
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,1,25.0,Feb/10/2011 18:20:55
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,5.0,Feb/28/2011 21:28:46
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,3,5.0,May/23/2011 02:16:45
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,28,2.0,Jul/19/2011 18:59:28
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,1,10.0,Aug/06/2011 18:55:01
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,5,10.0,Aug/08/2011 10:45:46
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,1,0.5,Oct/16/2011 16:26:05
677495,USA.VAT/GST/SALES.DEC11,US to introduce federal Value Added, Goods and Service or Sales Tax before midnight ET 31 Dec 2011,2,0.1,Dec/23/2011 22:20:34
