market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-07,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-08,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-09,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-10,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-11,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-12,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-13,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-14,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-15,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-16,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-17,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-18,0.0,0.0,0.0,0.0,0,0,0.0,0.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-19,39.0,39.0,39.0,39.0,10,10,39.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-20,0.0,0.0,0.0,39.0,10,0,39.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-21,0.0,0.0,0.0,39.0,10,0,39.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-22,0.0,0.0,0.0,39.0,10,0,39.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-23,45.8,45.8,45.8,45.8,20,10,45.8,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-24,0.0,0.0,0.0,45.8,20,0,45.8,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-25,45.0,45.0,45.0,45.0,22,2,45.8,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-26,45.0,45.0,45.0,45.0,42,20,45.8,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-27,50.0,50.0,50.0,50.0,62,20,50.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-28,60.0,60.0,60.0,60.0,63,1,60.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-29,60.0,65.0,60.0,65.0,102,39,65.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-30,60.0,63.0,60.0,62.0,109,27,65.0,39.0
708056,AOY.TAYLOR-SWIFT,Taylor Swift (Fearless) to win the Grammy,2010-01-31,62.0,90.0,51.0,90.0,171,66,90.0,39.0
