market id,market symbol,market name,trade quantity,trade price,date/time [utc]
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,85,20.0,Jul/15/2009 13:53:07
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,85,20.0,Jul/15/2009 13:53:34
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,25.0,Jul/15/2009 14:57:33
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,25.0,Jul/15/2009 14:57:33
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,8,25.0,Jul/15/2009 15:43:18
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,25.0,Jul/15/2009 19:46:50
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,25.0,Jul/15/2009 20:58:55
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,15,25.0,Jul/15/2009 20:58:55
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,26.0,Jul/15/2009 22:01:29
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,25.0,Jul/15/2009 22:01:29
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,25.0,Jul/15/2009 22:11:43
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,3,25.0,Jul/15/2009 22:51:52
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,25.0,Jul/15/2009 23:00:18
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,25.0,Jul/15/2009 23:00:18
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,25.0,Jul/15/2009 23:18:52
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,10,25.0,Jul/15/2009 23:56:31
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,10,25.0,Jul/15/2009 23:57:02
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,24.0,Jul/16/2009 18:38:24
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,23.0,Jul/16/2009 18:38:34
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,22.0,Jul/17/2009 11:10:50
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,32.0,Jul/17/2009 21:45:05
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,28.0,Jul/17/2009 21:45:05
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,20,35.0,Jul/18/2009 20:25:19
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,26.0,Jul/18/2009 22:46:27
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,25,35.0,Jul/19/2009 02:24:50
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,13,32.0,Jul/19/2009 03:25:33
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,22.0,Jul/19/2009 12:43:11
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,22.0,Jul/19/2009 12:49:09
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,20.0,Jul/21/2009 13:30:24
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,2,20.0,Jul/21/2009 17:27:52
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,7,20.0,Jul/22/2009 00:48:36
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,26.0,Jul/22/2009 16:40:59
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,2,24.0,Jul/22/2009 16:40:59
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,30.9,Jul/22/2009 16:41:35
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,3,29.9,Jul/22/2009 16:41:35
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,2,30.9,Jul/22/2009 16:41:56
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,3,31.9,Jul/22/2009 16:42:04
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,33.9,Jul/22/2009 16:42:27
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,33.9,Jul/22/2009 16:42:40
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,5,33.9,Jul/22/2009 16:42:53
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,4,33.9,Jul/22/2009 16:43:57
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,10,35.0,Jul/22/2009 16:52:08
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,15,35.0,Jul/22/2009 17:01:31
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,9,35.0,Jul/22/2009 18:05:17
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,34.9,Jul/22/2009 18:05:17
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,28.1,Jul/22/2009 18:25:05
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,33.2,Jul/22/2009 18:35:53
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,3,30.0,Jul/22/2009 18:41:54
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,110,33.3,Jul/22/2009 19:00:06
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,1,33.2,Jul/22/2009 19:00:06
687199,JACKSON.MURDER.DEC09,Person(s) to be charged with manslaughter, homicide or other unlawful killing of Michael Jackson.,13,33.0,Jul/22/2009 19:00:06
