market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-07-26,10.0,13.0,10.0,50.0,192,192,13.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-07-27,16.5,17.0,16.4,15.0,202,10,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-07-28,0.0,0.0,0.0,15.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-07-29,0.0,0.0,0.0,15.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-07-30,12.1,12.1,12.1,13.0,202,2,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-07-31,0.0,0.0,0.0,13.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-01,0.0,0.0,0.0,13.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-02,0.0,0.0,0.0,13.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-03,0.0,0.0,0.0,13.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-04,0.0,0.0,0.0,14.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-05,0.0,0.0,0.0,14.0,202,0,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-06,15.9,15.9,15.9,14.5,205,3,17.0,10.0
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2004-08-07,0.0,0.0,0.0,14.5,205,0,17.0,10.0
