market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-07-26,15.0,18.0,15.0,10.0,200,200,18.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-07-27,21.5,22.0,21.4,20.0,205,5,22.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-07-28,22.0,25.0,21.6,23.0,306,101,25.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-07-29,25.0,25.0,22.6,23.0,309,7,25.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-07-30,0.0,0.0,0.0,23.0,309,0,25.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-07-31,26.0,26.0,25.8,25.5,334,25,26.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-01,27.0,27.0,27.0,25.5,344,10,27.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-02,26.5,26.5,26.5,26.5,343,1,27.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-03,27.0,27.0,27.0,27.0,360,17,27.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-04,0.0,0.0,0.0,27.0,360,0,27.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-05,30.0,37.9,30.0,27.0,565,305,37.9,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-06,38.0,38.0,38.0,37.0,604,39,38.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-07,0.0,0.0,0.0,37.0,604,0,38.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-08,38.0,40.4,38.0,37.0,669,65,40.4,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-09,39.5,49.4,37.0,40.0,841,248,49.4,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-10,49.9,50.0,45.1,49.5,957,324,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-11,46.0,47.9,46.0,46.0,975,102,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-12,47.9,48.1,45.0,47.9,962,109,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-13,45.0,47.4,45.0,45.0,963,21,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-14,0.0,0.0,0.0,45.0,963,0,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-15,43.0,43.1,43.0,45.0,973,35,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-16,0.0,0.0,0.0,45.0,973,0,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-17,0.0,0.0,0.0,45.0,973,0,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-18,44.9,48.5,44.9,44.9,1086,113,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-19,0.0,0.0,0.0,44.9,1086,0,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-20,45.1,45.1,45.1,44.9,1101,15,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-21,48.3,49.0,48.3,47.0,1131,30,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-22,0.0,0.0,0.0,47.0,1131,0,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-23,49.7,49.7,49.7,49.7,1156,25,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-24,45.0,46.8,45.0,49.7,1100,56,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-25,45.1,45.1,45.1,46.0,1233,133,50.0,15.0
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2004-08-26,0.0,0.0,0.0,46.0,1233,0,50.0,15.0
