market id,market symbol,market name,trade quantity,trade price,date/time [utc]
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2,40.0,Jul/26/2004 19:58:58
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,40.0,Jul/26/2004 21:11:11
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,40.0,Jul/26/2004 21:11:54
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,93,40.0,Jul/27/2004 22:30:41
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,39.6,Jul/27/2004 22:30:41
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2,39.7,Jul/27/2004 22:30:41
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,3,40.0,Jul/27/2004 22:31:18
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,44.0,Jul/29/2004 21:00:14
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,46,44.0,Jul/30/2004 17:53:55
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,100,46.0,Aug/05/2004 18:33:11
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,46.3,Aug/05/2004 18:33:25
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,50.0,Aug/06/2004 20:41:02
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,10,50.0,Aug/07/2004 19:11:18
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,89,50.0,Aug/08/2004 03:06:54
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,6,50.3,Aug/09/2004 03:25:42
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,99,49.0,Aug/09/2004 03:25:59
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,53.5,Aug/09/2004 07:38:34
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,10,50.0,Aug/10/2004 21:02:03
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,50.0,Aug/11/2004 05:30:33
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,20,48.0,Aug/11/2004 13:19:06
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,20,48.0,Aug/11/2004 13:19:19
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,10,50.0,Aug/13/2004 08:51:31
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,6,50.0,Aug/13/2004 20:01:45
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,50.0,Aug/14/2004 04:23:39
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2,50.0,Aug/14/2004 04:23:39
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,50.0,Aug/14/2004 21:32:43
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,57,50.0,Aug/15/2004 02:55:41
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,4,50.3,Aug/16/2004 09:55:02
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,50.1,Aug/16/2004 10:14:25
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,3,52.8,Aug/16/2004 20:42:57
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,25,51.0,Aug/18/2004 08:13:00
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,51.0,Aug/18/2004 08:13:00
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,4,50.0,Aug/18/2004 12:58:46
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,50.0,Aug/18/2004 14:37:54
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,6,51.3,Aug/18/2004 18:46:52
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,28,49.0,Aug/18/2004 19:11:08
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,5,50.1,Aug/18/2004 19:11:08
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,25,50.0,Aug/18/2004 19:11:08
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,1,50.1,Aug/19/2004 17:12:02
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,100,53.0,Aug/22/2004 15:13:51
