market id,market symbol,market name,trade quantity,trade price,date/time [utc]
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,15.0,Jul/26/2004 17:38:35
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,18.0,Jul/26/2004 21:10:05
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,99,18.0,Jul/27/2004 02:56:37
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,21.4,Jul/27/2004 17:13:55
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,21.5,Jul/27/2004 17:13:55
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,22.0,Jul/27/2004 17:14:18
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,21.7,Jul/28/2004 15:47:12
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,21.6,Jul/28/2004 15:47:12
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,97,22.0,Jul/28/2004 15:47:12
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,25.0,Jul/28/2004 21:44:17
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,3,25.0,Jul/30/2004 01:20:38
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,22.6,Jul/30/2004 03:51:06
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,7,26.0,Aug/01/2004 03:38:30
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,3,25.8,Aug/01/2004 03:38:30
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,26.0,Aug/01/2004 03:50:02
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,3,25.9,Aug/01/2004 03:50:02
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,25.9,Aug/01/2004 04:18:59
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,9,26.0,Aug/01/2004 04:19:07
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,10,27.0,Aug/01/2004 21:23:26
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,26.5,Aug/02/2004 13:29:46
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,10,27.0,Aug/04/2004 01:49:00
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,7,27.0,Aug/04/2004 03:10:56
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,30.0,Aug/05/2004 19:07:25
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,34.0,Aug/05/2004 19:24:22
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,35.2,Aug/05/2004 19:24:37
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,37.9,Aug/06/2004 01:01:00
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,38.0,Aug/06/2004 18:11:12
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,38.0,Aug/06/2004 19:32:27
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,10,38.0,Aug/06/2004 21:13:56
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,25,38.0,Aug/06/2004 21:14:16
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,61,38.0,Aug/09/2004 03:10:53
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,40.4,Aug/09/2004 03:11:03
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,39.5,Aug/09/2004 14:37:57
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,2,39.5,Aug/09/2004 14:43:22
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,18,37.0,Aug/09/2004 14:43:49
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,40.3,Aug/09/2004 16:31:06
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,42.0,Aug/09/2004 17:12:14
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,10,45.0,Aug/09/2004 17:15:18
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,45.6,Aug/09/2004 17:15:28
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,46.0,Aug/09/2004 18:16:02
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,96,46.0,Aug/09/2004 18:28:15
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,49.4,Aug/09/2004 18:54:25
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,47.7,Aug/10/2004 00:46:37
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,99,49.9,Aug/10/2004 07:18:55
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,50.0,Aug/10/2004 07:19:25
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,48.5,Aug/10/2004 08:54:26
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,100,49.0,Aug/10/2004 11:47:50
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,49.3,Aug/10/2004 19:19:30
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,49.4,Aug/10/2004 19:19:39
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,7,49.5,Aug/10/2004 19:20:04
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,45.1,Aug/11/2004 05:31:11
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,15,46.0,Aug/11/2004 13:19:55
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,15,46.0,Aug/11/2004 13:20:06
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,46.0,Aug/11/2004 23:04:32
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,47.6,Aug/11/2004 23:40:48
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,47.8,Aug/12/2004 00:04:40
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,50,47.9,Aug/12/2004 00:05:59
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,47.8,Aug/12/2004 00:05:59
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,7,47.9,Aug/12/2004 00:05:59
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,48.1,Aug/12/2004 12:54:57
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,38,47.9,Aug/12/2004 12:54:57
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,7,48.0,Aug/12/2004 12:54:57
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,4,45.3,Aug/12/2004 19:01:50
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,6,45.2,Aug/12/2004 19:01:50
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,45,45.0,Aug/13/2004 02:42:15
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,45.1,Aug/13/2004 02:42:15
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,20,45.0,Aug/13/2004 08:47:08
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,47.4,Aug/14/2004 05:57:20
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,25,43.0,Aug/16/2004 00:44:25
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,10,43.1,Aug/16/2004 00:44:25
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,5,44.9,Aug/18/2004 19:49:07
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,44.9,Aug/18/2004 19:51:21
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,47.2,Aug/18/2004 19:51:29
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,1,47.9,Aug/18/2004 19:51:42
148923,BUSH.SOUTH,Pres George W Bush to Win SC,MS,FL,AL,GA,LA,TX,VA,AR,NC & TN,49,47.9,Aug/18/2004 19:51:51
