market id,market symbol,market name,trade quantity,trade price,date/time [utc]
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,92,10.0,Jul/26/2004 17:46:33
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,100,13.0,Jul/27/2004 02:58:16
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,16.4,Jul/27/2004 17:02:39
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,3,16.5,Jul/27/2004 17:02:39
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,17.0,Jul/27/2004 17:12:56
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,12.1,Jul/30/2004 14:43:53
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,3,15.9,Aug/06/2004 18:12:15
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,70,16.9,Aug/09/2004 20:02:55
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,11,16.5,Aug/09/2004 20:02:55
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,6,15.9,Aug/09/2004 20:02:55
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,13,17.0,Aug/09/2004 20:02:55
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,3,14.2,Aug/09/2004 22:41:07
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,14.2,Aug/11/2004 05:32:51
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,20,15.0,Aug/11/2004 13:21:16
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,20,15.0,Aug/11/2004 13:21:26
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,50,15.0,Aug/11/2004 13:24:38
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,50,15.0,Aug/11/2004 13:24:52
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,16.7,Aug/11/2004 19:42:55
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,16.7,Aug/11/2004 20:55:09
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,6,16.7,Aug/11/2004 23:00:07
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,40,16.9,Aug/11/2004 23:34:10
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,82,17.0,Aug/11/2004 23:37:03
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,100,21.0,Aug/12/2004 00:02:09
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,6,20.3,Aug/12/2004 00:38:36
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,6,24.4,Aug/12/2004 14:46:46
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,7,24.5,Aug/12/2004 15:01:35
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,55,24.7,Aug/12/2004 15:02:41
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,64,25.0,Aug/12/2004 15:12:07
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,3,25.0,Aug/14/2004 05:49:32
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,23.8,Aug/15/2004 16:29:29
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,23.9,Aug/16/2004 22:49:39
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,24.0,Aug/18/2004 15:56:21
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,24.2,Aug/20/2004 04:58:05
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,7,23.5,Aug/21/2004 13:30:51
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,25.1,Aug/22/2004 15:34:08
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,24.0,Aug/25/2004 15:10:00
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,25.0,Aug/26/2004 19:48:27
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,25,27.7,Aug/26/2004 19:48:27
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,10,25.4,Aug/26/2004 19:48:27
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,3,27.8,Aug/26/2004 19:48:27
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,57,28.0,Aug/26/2004 19:48:27
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,30.9,Aug/27/2004 03:40:21
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,100,31.0,Aug/27/2004 03:40:21
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,6,30.6,Aug/28/2004 02:35:24
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,100,30.0,Aug/28/2004 02:35:24
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,78,27.0,Aug/29/2004 15:16:02
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,6,27.6,Aug/29/2004 15:16:02
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,29.5,Aug/31/2004 00:04:17
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,20,30.0,Aug/31/2004 00:04:17
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,78,30.0,Aug/31/2004 00:04:17
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,25.0,Aug/31/2004 00:05:25
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,32.9,Aug/31/2004 23:55:05
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,8,33.0,Aug/31/2004 23:56:33
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,33.0,Sep/01/2004 00:07:21
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,34.9,Sep/03/2004 16:17:39
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,34.9,Sep/04/2004 00:32:02
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,35.0,Sep/04/2004 12:30:52
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,35.0,Sep/04/2004 22:43:41
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,14,35.0,Sep/07/2004 11:41:19
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,37.0,Sep/09/2004 16:36:09
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,5,34.6,Sep/10/2004 01:51:20
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,38.0,Sep/11/2004 21:58:25
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,38.0,Sep/13/2004 17:03:56
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,1,38.0,Sep/16/2004 02:31:05
148927,BUSH.GREATPLAINS,Pres George W Bush to Win IA,KS,MN,NE,ND,OK,SD & TX,2,33.7,Sep/17/2004 23:28:40
