market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-07-26,40.0,40.0,40.0,35.0,4,4,40.0,40.0
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-07-27,40.0,40.0,39.6,38.0,103,99,40.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-07-28,0.0,0.0,0.0,40.0,103,0,40.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-07-29,44.0,44.0,44.0,41.0,104,1,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-07-30,44.0,44.0,44.0,41.0,150,46,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-07-31,0.0,0.0,0.0,43.0,150,0,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-01,0.0,0.0,0.0,43.0,150,0,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-02,0.0,0.0,0.0,43.0,150,0,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-03,0.0,0.0,0.0,43.0,150,0,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-04,0.0,0.0,0.0,43.0,150,0,44.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-05,46.0,46.3,46.0,43.0,255,105,46.3,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-06,50.0,50.0,50.0,48.0,256,1,50.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-07,50.0,50.0,50.0,48.0,355,99,50.0,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-08,50.3,50.3,49.0,48.0,250,105,50.3,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-09,53.5,53.5,53.5,47.0,255,5,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-10,50.0,50.0,50.0,47.0,270,15,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-11,48.0,48.0,48.0,48.0,270,40,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-12,0.0,0.0,0.0,49.0,270,0,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-13,50.0,50.0,50.0,49.0,286,23,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-14,50.0,50.0,50.0,50.0,348,62,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-15,0.0,0.0,0.0,50.0,348,0,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-16,50.3,52.8,50.1,51.0,348,12,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-17,0.0,0.0,0.0,51.0,348,0,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-18,51.0,51.3,49.0,49.0,320,99,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-19,50.1,50.1,50.1,50.1,320,1,53.5,39.6
148922,KERRY.NEWENGLAND,Dem Candidate John F Kerry to Win CT,RI,ME,VT,MA & NH,2004-08-20,0.0,0.0,0.0,50.1,320,0,53.5,39.6
