market id,market symbol,market name,trade quantity,trade price,date/time [utc]
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,2,23.0,Jul/26/2004 20:26:09
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,3,22.9,Aug/01/2004 04:01:07
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,7,23.0,Aug/01/2004 04:06:41
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,1,22.9,Aug/01/2004 04:17:47
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,1,22.7,Aug/04/2004 18:54:48
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,91,23.0,Aug/05/2004 22:45:35
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,6,23.5,Aug/05/2004 22:45:45
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,1,24.4,Aug/06/2004 18:10:44
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,2,24.2,Aug/06/2004 20:44:01
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,25,26.9,Aug/09/2004 03:46:08
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,4,27.0,Aug/09/2004 17:32:54
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,50,26.0,Aug/11/2004 13:20:33
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,50,26.0,Aug/11/2004 13:20:43
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,96,27.0,Aug/11/2004 23:05:51
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,2,30.0,Aug/14/2004 05:51:33
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,25,30.2,Aug/20/2004 01:10:44
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,5,30.3,Aug/20/2004 01:10:55
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,44,30.8,Aug/20/2004 01:11:09
148924,BUSH.SOUTHWEST,Pres George W Bush to Win NV,NM,UT & CO,100,31.0,Aug/20/2004 01:11:19
