market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-07-26,43.0,51.0,43.0,40.0,212,212,51.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-07-27,50.5,55.0,50.4,53.0,326,114,55.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-07-28,55.0,58.9,54.9,55.0,456,185,58.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-07-29,58.0,58.8,58.0,55.0,477,21,58.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-07-30,59.0,59.9,58.9,55.0,510,56,59.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-07-31,0.0,0.0,0.0,57.0,510,0,59.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-01,56.8,61.0,56.8,56.8,510,4,61.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-02,0.0,0.0,0.0,56.8,510,0,61.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-03,0.0,0.0,0.0,56.8,510,0,61.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-04,58.8,61.0,58.8,60.0,540,36,61.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-05,59.2,61.0,58.8,60.0,560,42,61.0,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-06,60.0,62.9,60.0,61.0,560,31,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-07,0.0,0.0,0.0,61.0,560,0,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-08,60.9,60.9,58.5,61.0,555,27,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-09,0.0,0.0,0.0,61.0,555,0,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-10,62.9,62.9,62.9,62.9,560,40,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-11,61.0,62.1,61.0,61.0,577,27,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-12,0.0,0.0,0.0,61.0,577,0,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-13,0.0,0.0,0.0,61.0,577,0,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-14,0.0,0.0,0.0,61.0,577,0,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-15,62.4,62.7,62.4,62.4,584,18,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-16,0.0,0.0,0.0,62.4,584,0,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-17,60.0,60.0,60.0,62.4,587,3,62.9,43.0
148925,KERRY.WESTCOAST,Dem Candidate John F Kerry to Win CA,OR & WA,2004-08-18,0.0,0.0,0.0,62.4,587,0,62.9,43.0
