market id,market symbol,market name,trade quantity,trade price,date/time [utc]
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,15.0,Apr/27/2009 20:54:27
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,19.0,Apr/28/2009 02:15:49
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,25.0,Apr/28/2009 15:58:49
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,4,25.0,Apr/28/2009 22:12:51
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,12,25.0,Apr/29/2009 16:23:31
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,35.0,Apr/29/2009 18:55:44
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,4,50.0,Apr/29/2009 21:17:08
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,49.9,Apr/30/2009 01:29:04
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,50.0,Apr/30/2009 01:29:04
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,10,40.0,Apr/30/2009 02:44:24
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,40.0,Apr/30/2009 11:15:22
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,100,40.0,Apr/30/2009 14:20:07
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,100,40.0,Apr/30/2009 14:20:55
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,40.0,Apr/30/2009 16:41:00
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,50.0,Apr/30/2009 16:47:18
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,100,40.0,Apr/30/2009 16:57:59
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,100,40.0,Apr/30/2009 16:58:26
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,10,50.0,Apr/30/2009 17:30:38
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,10,60.0,Apr/30/2009 17:58:27
678209,SWINE.FLU.US.JUN09.5000+,5,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,10,60.0,Apr/30/2009 17:59:06
