market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-04-27,25.0,25.0,25.0,25.0,5,5,25.0,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-04-28,35.0,59.9,30.0,59.9,17,12,59.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-04-29,50.0,50.0,50.0,50.0,22,5,59.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-04-30,75.0,80.0,75.0,78.0,143,121,80.0,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-01,85.0,87.9,78.0,87.9,180,42,87.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-02,78.0,78.0,70.0,70.0,180,25,87.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-03,60.0,75.0,60.0,75.0,192,15,87.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-04,67.1,84.0,67.1,84.0,252,97,87.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-05,83.9,95.0,79.0,95.0,533,289,95.0,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-06,94.9,96.9,90.0,96.0,824,403,96.9,25.0
678207,SWINE.FLU.US.JUN09.1000+,1,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,2009-05-07,99.0,99.4,98.0,99.4,764,64,99.4,25.0
