market id,market symbol,market name,trade quantity,trade price,date/time [utc]
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,51.0,May/10/2009 16:20:07
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,42.0,May/10/2009 16:35:05
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,45.0,May/10/2009 16:35:05
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,36.0,May/11/2009 15:23:17
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,3,36.0,May/11/2009 15:23:48
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,1,35.0,May/11/2009 15:53:09
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,35.0,May/12/2009 15:13:12
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,4,39.0,May/12/2009 15:22:59
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,44.0,May/12/2009 17:33:16
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,5,45.0,May/12/2009 17:33:50
679822,SWINE.FLU.US.JUN09.20000+,20,000 or more cases of A/H1N1 Swine Flu to be confirmed in the US before midnight ET on 30 Jun 2009,10,55.0,May/12/2009 18:40:49
