market id,market symbol,market name,trade quantity,trade price,date/time [utc]
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,10,43.0,May/10/2012 19:36:06
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,15,40.5,May/14/2012 08:29:57
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,15,50.0,May/14/2012 20:10:18
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,10,49.0,May/15/2012 02:41:08
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,15,35.0,May/16/2012 00:16:09
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,10,35.0,May/16/2012 01:10:18
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,50,37.0,May/17/2012 22:03:39
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,15,44.0,May/19/2012 04:01:51
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,1,47.9,May/26/2012 18:13:39
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,25,40.0,May/30/2012 07:48:10
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,1,20.0,Jun/08/2012 18:15:31
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,5,20.0,Jun/08/2012 21:24:07
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,10,10.0,Jun/09/2012 06:13:24
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,10,10.4,Jun/09/2012 11:18:11
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,10,5.0,Jun/10/2012 14:59:48
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,20,5.0,Jun/13/2012 02:35:06
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,25,10.0,Jun/16/2012 21:17:54
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,1,5.1,Jun/17/2012 05:56:52
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,25,10.0,Jun/17/2012 17:34:42
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,24,10.0,Jun/18/2012 20:18:42
761058,AVENGERS.23JUL.DOM.$625m+,The Avengers to have grossed $625m or more domestically by Monday, July 23 2012,25,10.0,Jun/18/2012 20:18:42
