market id,market symbol,market name,trade quantity,trade price,date/time [utc]
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,28.0,May/10/2012 19:36:18
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,5,36.0,May/14/2012 21:41:12
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,15,23.0,May/14/2012 22:29:45
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,15,20.0,May/14/2012 23:06:07
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,34.0,May/15/2012 02:39:52
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,40,10.0,May/16/2012 00:13:46
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,15,12.5,May/17/2012 21:55:12
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,15,12.0,May/18/2012 01:46:29
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,8.0,May/19/2012 16:17:04
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,6.0,May/19/2012 16:17:04
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,10.0,May/19/2012 16:17:04
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,4.5,May/19/2012 20:10:23
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,6.0,May/20/2012 17:44:01
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,5.0,May/20/2012 17:44:01
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,5.0,May/20/2012 21:05:49
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,10.0,May/21/2012 05:30:00
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,17,10.0,May/22/2012 10:00:01
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,17,10.0,May/22/2012 10:02:09
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,14,10.0,May/23/2012 04:07:42
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,1,12.0,May/24/2012 06:06:17
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2,12.0,May/24/2012 06:07:31
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,1,12.0,May/24/2012 22:20:20
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,1,12.0,May/24/2012 23:18:52
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,6,25.0,May/27/2012 20:58:07
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,15,25.0,May/27/2012 21:08:15
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2,25.0,May/27/2012 21:09:09
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,5,25.0,May/28/2012 05:58:38
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,31,19.5,May/30/2012 20:23:52
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,6.0,Jun/02/2012 14:45:29
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,6.5,Jun/02/2012 14:45:29
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,6.0,Jun/02/2012 16:04:55
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,6.1,Jun/02/2012 16:04:55
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,5,3.0,Jun/07/2012 21:49:58
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,1,2.1,Jun/07/2012 21:49:58
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,10,2.0,Jun/07/2012 21:49:58
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,15,3.9,Jul/08/2012 03:09:00
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,3,0.1,Jul/10/2012 20:45:08
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,67,0.1,Jul/10/2012 20:45:08
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2,3.9,Jul/10/2012 22:28:34
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2,0.1,Jul/12/2012 14:24:58
