market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-10,28.0,28.0,28.0,28.0,10,10,28.0,28.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-11,,,,28.0,10,0,28.0,28.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-12,,,,28.0,10,0,28.0,28.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-13,,,,28.0,10,0,28.0,28.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-14,36.0,36.0,20.0,34.0,55,45,36.0,20.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-15,10.0,10.0,10.0,10.0,55,40,36.0,10.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-16,,,,10.0,55,0,36.0,10.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-17,12.5,12.5,12.0,12.0,85,30,36.0,10.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-18,,,,12.0,85,0,36.0,10.0
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-19,6.0,10.0,4.5,4.5,125,40,36.0,4.5
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-20,5.0,10.0,5.0,10.0,165,40,36.0,4.5
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-21,,,,10.0,165,0,36.0,4.5
761059,AVENGERS.23JUL.DOM.$650m+,The Avengers to have grossed $650m or more domestically by Monday, July 23 2012,2012-05-22,10.0,10.0,10.0,10.0,213,48,36.0,4.5
