market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-10,58.0,60.0,58.0,60.0,20,20,60.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-11,,,,60.0,20,0,60.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-12,,,,60.0,20,0,60.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-13,,,,60.0,20,0,60.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-14,,,,60.0,20,0,60.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-15,61.0,61.0,60.0,60.0,50,30,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-16,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-17,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-18,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-19,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-20,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-21,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-22,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-23,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-24,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-25,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-26,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-27,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-28,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-29,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-30,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-05-31,,,,60.0,50,0,61.0,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-06-01,95.9,95.9,95.9,95.9,60,10,95.9,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-06-02,,,,95.9,60,0,95.9,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-06-03,,,,95.9,60,0,95.9,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-06-04,,,,95.9,60,0,95.9,58.0
761057,AVENGERS.23JUL.DOM.$600m+,The Avengers to have grossed $600m or more domestically by Monday, July 23 2012,2012-06-05,,,,95.9,60,0,95.9,58.0
