market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-20,0.0,0.0,0.0,0.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-21,0.0,0.0,0.0,5.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-22,0.0,0.0,0.0,40.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-23,0.0,0.0,0.0,40.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-24,0.0,0.0,0.0,0.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-24,0.0,0.0,0.0,40.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-25,0.0,0.0,0.0,40.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-26,0.0,0.0,0.0,40.0,0,0,0.0,0.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-27,44.5,44.5,44.5,40.0,5,5,44.5,44.5
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-28,0.0,0.0,0.0,40.0,5,0,44.5,44.5
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-29,0.0,0.0,0.0,40.0,5,0,44.5,44.5
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-09-30,40.0,40.0,40.0,40.0,15,10,44.5,40.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-01,44.5,44.5,35.0,44.5,26,11,44.5,35.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-02,0.0,0.0,0.0,0.0,26,0,44.5,35.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-03,30.0,30.0,30.0,35.0,28,2,44.5,30.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-04,0.0,0.0,0.0,35.0,28,0,44.5,30.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-05,0.0,0.0,0.0,35.0,28,0,44.5,30.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-06,30.0,30.0,20.0,30.0,36,8,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-07,21.0,21.0,21.0,21.0,36,5,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-08,24.9,24.9,24.9,21.0,37,1,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-09,0.0,0.0,0.0,21.0,37,0,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-10,0.0,0.0,0.0,21.0,37,0,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-11,0.0,0.0,0.0,21.0,37,0,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-12,0.0,0.0,0.0,21.0,37,0,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-13,0.0,0.0,0.0,21.0,37,0,44.5,20.0
398920,BUSH.APPROVAL.NOV7.>42.0%,President Bush's Job Approval Rating to be ON or OVER 42.0% (Real Clear Politics- See Rules),2006-10-14,0.0,0.0,0.0,21.0,37,0,44.5,20.0
