market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
534911,LIMBAUGH.LETTER.OVER$100K,Letter to sell for MORE than $100,000,2007-10-17,0.0,0.0,0.0,99.0,0,0,0.0,0.0
534911,LIMBAUGH.LETTER.OVER$100K,Letter to sell for MORE than $100,000,2007-10-18,0.0,0.0,0.0,99.0,0,0,0.0,0.0
