market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
534913,LIMBAUGH.LETTER.OVER$200K,Letter to sell for MORE than $200,000,2007-10-17,30.0,50.0,30.0,45.0,40,40,50.0,30.0
534913,LIMBAUGH.LETTER.OVER$200K,Letter to sell for MORE than $200,000,2007-10-18,55.0,55.0,55.0,55.0,40,40,55.0,30.0
