market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
534912,LIMBAUGH.LETTER.OVER$150K,Letter to sell for MORE than $150,000,2007-10-17,50.0,85.0,50.0,80.0,40,40,85.0,50.0
534912,LIMBAUGH.LETTER.OVER$150K,Letter to sell for MORE than $150,000,2007-10-18,90.0,90.0,90.0,80.0,60,20,90.0,50.0
