market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
534915,LIMBAUGH.LETTER.OVER$500K,Letter to sell for MORE than $500,000,2007-10-17,0.0,0.0,0.0,10.0,0,0,0.0,0.0
534915,LIMBAUGH.LETTER.OVER$500K,Letter to sell for MORE than $500,000,2007-10-18,15.0,15.0,15.0,10.0,20,20,15.0,15.0
