market id,market symbol,market name,trade quantity,trade price,date/time [utc]
690744,THE.GOODS.+$12.0M,The Goods: Live Hard, Sell Hard to gross OVER $12.0M in opening weekend,1,16.0,Aug/14/2009 05:14:04
