market id,market symbol,market name,trade quantity,trade price,date/time [utc]
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,100,25.0,Jun/10/2005 04:06:59
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,2,25.1,Jun/10/2005 04:06:59
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,29.8,Jun/12/2005 23:09:18
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,25.4,Jun/13/2005 01:14:02
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,3,14.0,Jun/13/2005 15:39:56
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,21.9,Jun/13/2005 17:42:55
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,21.9,Jun/13/2005 17:42:55
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,3,22.0,Jun/13/2005 18:16:51
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,7,24.3,Jun/13/2005 18:16:51
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,19.7,Jun/13/2005 19:43:31
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,19.6,Jun/13/2005 20:50:03
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,15.1,Jun/14/2005 17:53:24
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,15.2,Jun/14/2005 17:53:24
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,15.1,Jun/15/2005 03:56:47
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,88,15.0,Jun/15/2005 03:56:47
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,15.1,Jun/15/2005 03:56:47
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,15.1,Jun/15/2005 04:20:12
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,12,15.0,Jun/15/2005 04:20:12
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,14.6,Jun/17/2005 01:01:23
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,14.6,Jun/17/2005 01:01:23
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,10,8.0,Jun/17/2005 15:41:49
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,8.1,Jun/17/2005 15:41:49
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,11.9,Jun/17/2005 17:40:35
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,17,12.0,Jun/17/2005 17:40:35
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,11.9,Jun/17/2005 17:44:00
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,14,12.0,Jun/17/2005 17:44:00
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,11.9,Jun/17/2005 19:13:11
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,1,7.1,Jun/19/2005 16:59:07
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,4,11.9,Jun/20/2005 07:33:01
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,11,12.0,Jun/20/2005 07:34:03
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,2,7.0,Jun/22/2005 20:39:23
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,2,10.0,Jun/22/2005 22:53:11
251851,GITMO.CLOSURE.DEC05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Dec 31, 2005,2,10.0,Jun/22/2005 22:53:11
