market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-08,9.1,10.1,9.1,0.0,8,8,10.1,9.1
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-09,4.5,5.0,2.0,0.0,118,112,10.1,2.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-10,1.2,1.2,1.0,1.0,121,12,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-11,3.5,3.5,3.5,1.0,122,2,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-12,6.0,6.0,6.0,1.0,122,1,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-13,0.0,0.0,0.0,1.0,122,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-14,0.0,0.0,0.0,1.0,122,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-15,0.0,0.0,0.0,1.0,122,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-16,3.0,3.0,3.0,1.0,124,2,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-17,1.1,1.1,1.1,0.0,124,2,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-18,0.0,0.0,0.0,2.0,124,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-19,0.0,0.0,0.0,2.0,124,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-20,2.2,2.2,2.2,2.2,124,3,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-21,1.2,1.2,1.0,2.2,148,24,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-22,0.0,0.0,0.0,1.5,148,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-23,0.0,0.0,0.0,1.5,148,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-24,0.0,0.0,0.0,1.5,148,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-25,1.1,1.1,1.1,1.5,148,1,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-26,0.0,0.0,0.0,1.5,148,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-27,0.0,0.0,0.0,1.5,148,0,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-28,1.0,1.0,1.0,1.5,198,52,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-29,1.1,1.1,1.0,1.0,217,21,10.1,1.0
251849,GITMO.CLOSURE.JUN05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before June 30, 2005,2005-06-29,0.0,0.0,0.0,1.0,0,0,10.1,1.0
