market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-08,0.0,0.0,0.0,0.0,0,0,0.0,0.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-09,15.1,19.4,15.0,0.0,104,106,19.4,15.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-10,0.0,0.0,0.0,13.5,104,0,19.4,15.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-11,10.0,10.0,10.0,10.0,106,2,19.4,10.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-12,15.2,15.2,10.0,10.0,111,5,19.4,10.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-13,0.0,0.0,0.0,10.0,111,0,19.4,10.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-14,0.0,0.0,0.0,10.0,111,0,19.4,10.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-15,0.0,0.0,0.0,10.0,111,0,19.4,10.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-16,10.0,10.0,5.0,10.0,235,128,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-17,0.0,0.0,0.0,0.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-18,0.0,0.0,0.0,5.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-19,0.0,0.0,0.0,5.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-20,0.0,0.0,0.0,5.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-21,0.0,0.0,0.0,5.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-22,0.0,0.0,0.0,5.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-23,0.0,0.0,0.0,5.0,235,0,19.4,5.0
251850,GITMO.CLOSURE.SEP05,US Dept of Defence to annouce the closure of the Guantanamo Detention Facility before Sept 30, 2005,2005-06-24,0.0,0.0,0.0,5.0,235,0,19.4,5.0
