market id,market symbol,market name,trade quantity,trade price,date/time [utc]
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,3,33.0,Jul/09/2004 19:23:15
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,97,33.0,Jul/09/2004 22:12:50
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,5,36.0,Jul/11/2004 04:45:18
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,100,38.0,Jul/15/2004 13:48:23
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,50,37.0,Jul/15/2004 13:48:23
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,40.5,Jul/23/2004 21:23:34
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2,38.5,Jul/24/2004 00:10:38
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,3,38.4,Jul/24/2004 00:10:49
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2,37.5,Jul/25/2004 11:27:49
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,37.2,Jul/25/2004 11:28:40
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,3,37.4,Jul/25/2004 11:28:40
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,3,37.3,Jul/25/2004 11:28:40
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,20,37.0,Jul/25/2004 11:29:26
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,5,37.0,Jul/25/2004 11:29:39
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2,37.0,Jul/25/2004 11:29:56
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,10,37.5,Jul/26/2004 11:46:37
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,41.3,Jul/30/2004 14:44:42
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,41.8,Jul/30/2004 14:44:42
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,5,41.0,Aug/03/2004 03:56:12
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,40.9,Aug/03/2004 03:56:12
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,100,42.0,Aug/03/2004 03:56:12
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,16,41.0,Aug/04/2004 18:47:49
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,45.1,Aug/05/2004 21:18:11
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,20,45.0,Aug/07/2004 19:30:19
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2,45.0,Aug/09/2004 02:29:15
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,78,45.0,Aug/11/2004 01:08:28
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,45.2,Aug/11/2004 22:23:20
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,6,45.3,Aug/11/2004 22:23:32
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,40,46.0,Aug/11/2004 22:23:58
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,60,46.0,Aug/11/2004 23:18:21
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,46.3,Aug/12/2004 19:26:29
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,5,46.2,Aug/12/2004 19:26:29
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,46.2,Aug/12/2004 19:32:14
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,5,45.9,Aug/13/2004 04:46:13
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,39,46.2,Aug/13/2004 04:46:13
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,46.0,Aug/13/2004 04:46:13
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,61,45.0,Aug/13/2004 04:46:13
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,45.6,Aug/17/2004 00:15:41
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,45.9,Aug/19/2004 16:34:12
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,6,46.0,Aug/19/2004 16:34:25
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,20,45.0,Aug/20/2004 02:36:31
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,46.6,Aug/20/2004 17:10:06
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,5,46.7,Aug/20/2004 17:10:24
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,10,47.4,Aug/20/2004 17:10:47
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,51,48.0,Aug/20/2004 17:11:08
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,3,47.5,Aug/24/2004 01:51:19
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,4,48.8,Aug/26/2004 04:24:13
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,10,48.4,Aug/26/2004 04:24:13
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,1,50.0,Aug/26/2004 04:24:13
