market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-09,33.0,33.0,33.0,20.0,100,100,33.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-10,36.0,36.0,36.0,33.0,105,5,36.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-11,0.0,0.0,0.0,33.0,105,0,36.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-12,0.0,0.0,0.0,33.0,105,0,36.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-13,0.0,0.0,0.0,33.0,105,0,36.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-14,0.0,0.0,0.0,33.0,105,0,36.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-15,38.0,38.0,37.0,38.0,255,150,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-16,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-17,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-18,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-19,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-20,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-21,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-22,0.0,0.0,0.0,38.0,255,0,38.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-23,40.5,40.5,38.4,38.0,255,6,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-24,0.0,0.0,0.0,38.5,255,0,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-25,37.5,37.5,37.0,37.0,267,39,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-26,37.5,37.5,37.5,37.5,277,10,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-27,0.0,0.0,0.0,39.0,277,0,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-28,0.0,0.0,0.0,39.0,277,0,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-29,0.0,0.0,0.0,39.0,277,0,40.5,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-30,41.8,41.8,41.3,39.0,277,2,41.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-07-31,0.0,0.0,0.0,39.0,277,0,41.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-01,0.0,0.0,0.0,39.0,277,0,41.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-02,42.0,42.0,40.9,39.0,377,109,42.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-03,0.0,0.0,0.0,39.0,377,0,42.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-04,41.0,41.0,41.0,43.0,377,16,42.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-05,45.1,45.1,45.1,43.0,377,1,45.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-06,0.0,0.0,0.0,47.0,377,0,45.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-07,45.0,45.0,45.0,47.0,377,20,45.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-08,45.0,45.0,45.0,47.0,375,2,45.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-09,0.0,0.0,0.0,47.0,375,0,45.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-10,45.0,45.0,45.0,47.0,375,78,45.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-11,45.2,46.0,45.2,43.0,429,110,46.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-12,46.2,46.3,45.0,43.0,364,119,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-13,0.0,0.0,0.0,44.0,364,0,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-14,0.0,0.0,0.0,44.0,364,0,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-15,0.0,0.0,0.0,44.0,364,0,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-16,45.6,45.6,45.6,44.0,364,1,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-17,0.0,0.0,0.0,44.0,364,0,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-18,0.0,0.0,0.0,44.0,364,0,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-19,45.9,46.0,45.0,46.0,384,30,46.3,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-20,46.6,48.0,46.6,48.0,451,70,48.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-21,0.0,0.0,0.0,46.5,451,0,48.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-22,0.0,0.0,0.0,46.5,451,0,48.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-23,47.5,47.5,47.5,46.5,451,3,48.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-24,0.0,0.0,0.0,46.5,451,0,48.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-25,50.0,50.0,48.4,46.5,471,20,50.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-26,0.0,0.0,0.0,48.0,471,0,50.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-27,0.0,0.0,0.0,51.0,471,0,50.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-28,50.4,50.4,50.4,51.0,471,4,50.4,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-29,55.0,55.0,55.0,53.0,472,1,55.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-30,0.0,0.0,0.0,53.0,472,0,55.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-08-31,55.0,57.1,53.0,55.0,466,122,57.1,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-01,58.8,58.8,55.0,57.0,467,41,58.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-02,0.0,0.0,0.0,57.0,467,0,58.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-03,55.0,55.0,55.0,55.0,467,7,58.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-04,60.0,60.0,60.0,60.0,468,1,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-05,56.0,56.0,56.0,57.0,469,1,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-06,0.0,0.0,0.0,57.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-07,0.0,0.0,0.0,57.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-08,0.0,0.0,0.0,57.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-09,0.0,0.0,0.0,58.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-10,0.0,0.0,0.0,58.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-11,0.0,0.0,0.0,58.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-12,0.0,0.0,0.0,59.0,469,0,60.0,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-13,61.9,61.9,61.9,60.0,489,20,61.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-14,0.0,0.0,0.0,60.0,489,0,61.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-15,0.0,0.0,0.0,60.0,489,0,61.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-16,62.9,62.9,62.9,60.0,490,1,62.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-17,60.9,60.9,60.9,60.0,490,1,62.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-18,0.0,0.0,0.0,63.0,490,0,62.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-19,0.0,0.0,0.0,63.0,490,0,62.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-20,0.0,0.0,0.0,63.0,490,0,62.9,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-21,65.8,65.8,65.0,63.0,530,41,65.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-22,64.0,64.0,64.0,64.5,535,5,65.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-23,0.0,0.0,0.0,64.5,535,0,65.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-24,63.2,63.2,63.2,64.5,545,10,65.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-25,65.0,65.0,64.0,64.5,593,58,65.8,33.0
145192,GOP.SWEEP.2004,Republicans to retain control of Presidency, Senate & House of Representatives,2004-09-26,65.0,65.0,63.2,64.0,736,143,65.8,33.0
