market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-10,0.0,0.0,0.0,90.0,0,0,0.0,0.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-11,69.0,69.0,67.0,67.0,100,100,69.0,67.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-12,0.0,0.0,0.0,60.0,100,0,69.0,67.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-13,57.0,57.1,57.0,60.0,131,31,69.0,57.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-14,0.0,0.0,0.0,60.0,131,0,69.0,57.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-15,0.0,0.0,0.0,60.0,131,0,69.0,57.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-16,55.0,55.5,55.0,55.0,166,35,69.0,55.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-17,0.0,0.0,0.0,53.0,166,0,69.0,55.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-18,50.0,54.9,50.0,50.0,188,23,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-19,0.0,0.0,0.0,50.0,188,0,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-20,0.0,0.0,0.0,52.0,188,0,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-21,0.0,0.0,0.0,52.0,188,0,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-22,0.0,0.0,0.0,48.0,188,0,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-23,0.0,0.0,0.0,48.0,188,0,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-24,0.0,0.0,0.0,48.0,188,0,69.0,50.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-25,44.5,46.1,44.5,44.5,197,10,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-26,0.0,0.0,0.0,44.5,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-27,0.0,0.0,0.0,46.0,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-28,0.0,0.0,0.0,46.0,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-29,0.0,0.0,0.0,46.0,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-30,0.0,0.0,0.0,46.0,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-05-31,0.0,0.0,0.0,46.0,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-06-01,0.0,0.0,0.0,46.0,197,0,69.0,44.5
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-06-02,43.0,43.1,43.0,43.0,213,16,69.0,43.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-06-03,0.0,0.0,0.0,43.0,213,0,69.0,43.0
242281,PM.BLAIR.RESIGN.DEC06,Tony Blair to leave the Office of Prime Minister on or before December 31st, 2006,2005-06-04,0.0,0.0,0.0,43.0,213,0,69.0,43.0
