market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-11,0.0,0.0,0.0,50.0,0,0,0.0,0.0
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-12,0.0,0.0,0.0,40.0,0,0,0.0,0.0
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-13,0.0,0.0,0.0,40.0,0,0,0.0,0.0
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-14,36.5,36.5,36.5,40.0,1,1,36.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-15,0.0,0.0,0.0,40.0,1,0,36.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-16,41.5,41.5,39.9,40.0,5,4,41.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-17,0.0,0.0,0.0,38.0,5,0,41.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-18,0.0,0.0,0.0,38.0,5,0,41.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-19,0.0,0.0,0.0,38.0,5,0,41.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-20,0.0,0.0,0.0,38.0,5,0,41.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-21,0.0,0.0,0.0,38.0,5,0,41.5,36.5
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-22,32.0,32.0,32.0,32.0,10,5,41.5,32.0
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-23,0.0,0.0,0.0,32.0,10,0,41.5,32.0
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-24,0.0,0.0,0.0,32.0,10,0,41.5,32.0
242527,PM.BLAIR.RESIGN.JUN06,Tony Blair to leave the Office of Prime Minister on or before June 30th, 2006,2005-05-25,0.0,0.0,0.0,32.0,10,0,41.5,32.0
