market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-04-25,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-04-26,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-04-27,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-04-28,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-04-29,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-04-30,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-01,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-02,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-03,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-04,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-05,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-06,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-07,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-08,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-09,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-10,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-11,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-12,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-13,0.0,0.0,0.0,15.0,0,0,0.0,0.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-14,24.0,24.0,23.0,15.0,11,11,24.0,23.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-15,30.0,30.0,30.0,30.0,12,1,30.0,23.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-16,21.0,21.0,21.0,30.0,12,1,30.0,21.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-17,0.0,0.0,0.0,30.0,12,0,30.0,21.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-18,18.0,18.0,18.0,30.0,17,5,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-19,0.0,0.0,0.0,30.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-20,0.0,0.0,0.0,30.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-21,0.0,0.0,0.0,30.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-22,0.0,0.0,0.0,30.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-23,0.0,0.0,0.0,30.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-24,0.0,0.0,0.0,14.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-25,0.0,0.0,0.0,14.0,17,0,30.0,18.0
356359,PM.BLAIR.RESIGN.SEP06,Tony Blair to leave the Office of Prime Minister on or before Sept 30th, 2006,2006-05-26,10.6,10.6,9.0,14.0,19,3,30.0,9.0
