market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-22,60.0,60.0,60.0,60.0,5,5,60.0,60.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-23,55.0,55.0,55.0,55.0,5,200,60.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-24,0.0,0.0,0.0,55.0,5,0,60.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-25,0.0,0.0,0.0,55.0,5,0,60.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-26,55.0,55.0,55.0,55.0,6,1,60.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-27,62.0,65.0,60.0,65.0,31,30,65.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-28,65.0,72.0,65.0,72.0,77,61,72.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-29,0.0,0.0,0.0,72.0,77,0,72.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-09-30,79.9,79.9,79.9,79.9,78,1,79.9,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-01,79.0,79.0,79.0,79.0,82,4,79.9,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-02,76.0,78.9,76.0,78.9,98,18,79.9,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-03,78.9,78.9,74.9,74.9,109,12,79.9,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-04,79.8,79.9,79.0,79.9,122,13,79.9,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-05,79.9,80.0,79.5,80.0,157,35,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-06,79.6,79.6,75.0,75.0,162,30,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-07,60.0,61.1,57.0,57.0,167,10,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-08,61.0,70.0,61.0,70.0,191,32,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-09,75.0,75.0,72.0,74.0,190,32,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-10,73.0,73.0,73.0,73.0,200,15,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-11,74.9,74.9,74.9,74.9,204,4,80.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-12,74.9,85.0,74.9,85.0,240,62,85.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-13,90.0,91.0,78.0,78.0,259,30,91.0,55.0
695705,AFGHAN.10K+TROOPS.DEC09,Announced before midnight ET on 31 Dec 2009 that 10,000+ additional troops to be sent to Afghanistan,2009-10-14,92.5,97.0,89.0,97.0,253,17,97.0,55.0
