market id,market symbol,market name,trade quantity,trade price,date/time [utc]
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,2,30.0,Mar/05/2012 15:31:59
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,8,25.0,Mar/05/2012 15:42:07
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,100,20.5,Mar/05/2012 16:00:14
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,20,20.0,Mar/05/2012 19:42:46
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,10,20.0,Mar/05/2012 19:48:43
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,5,20.0,Mar/05/2012 19:49:46
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,1,24.9,Mar/05/2012 21:09:36
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,20,20.1,Mar/05/2012 21:40:39
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,7,20.1,Mar/05/2012 22:06:01
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,10,23.9,Mar/05/2012 22:25:03
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,3,24.7,Mar/05/2012 23:56:05
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,3,20.1,Mar/05/2012 23:56:37
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,12,25.0,Mar/06/2012 01:44:07
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,16,24.7,Mar/06/2012 01:44:07
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,3,29.0,Mar/06/2012 05:13:39
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,6,29.0,Mar/06/2012 05:51:56
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,2,20.1,Mar/06/2012 06:00:34
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,3,29.0,Mar/06/2012 06:00:50
758303,SUPER.TUE:ONE.EACH,Romney, Santorum, Gingrich and Paul to each win at least one Super Tuesday contest,18,20.1,Mar/06/2012 06:29:08
