market id,market symbol,market name,trade quantity,trade price,date/time [utc]
673966,12.ROUNDS.+$7.5M,12 Rounds to gross OVER $7.5M in opening weekend,2,52.5,Mar/27/2009 15:13:50
673966,12.ROUNDS.+$7.5M,12 Rounds to gross OVER $7.5M in opening weekend,1,52.5,Mar/27/2009 15:16:18
