market id,market symbol,market name,trade quantity,trade price,date/time [utc]
686193,SWINE.FLU.US.JUL09.100k+,100,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,4,3.0,Jul/17/2009 03:36:53
