market id,market symbol,market name,trade quantity,trade price,date/time [utc]
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,5,15.5,Jun/24/2009 03:33:57
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,20,15.0,Jun/24/2009 15:41:13
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,2,20.0,Jun/26/2009 01:34:26
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,50.0,Jun/26/2009 05:12:36
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,35.0,Jun/26/2009 12:16:24
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,2,55.0,Jun/30/2009 12:22:15
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,3,50.0,Jul/02/2009 06:31:13
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,20,64.0,Jul/02/2009 21:33:02
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,20,65.0,Jul/03/2009 00:32:36
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,75.0,Jul/04/2009 00:49:18
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,85.0,Jul/13/2009 12:20:24
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,20,80.0,Jul/15/2009 02:07:57
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,1,73.0,Jul/17/2009 05:08:01
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,3,75.0,Jul/17/2009 07:00:35
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,6,74.0,Jul/17/2009 11:12:54
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,4,74.0,Jul/17/2009 11:12:54
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,5,60.0,Jul/17/2009 16:02:32
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,5,65.0,Jul/18/2009 03:45:17
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,20,63.0,Jul/18/2009 16:27:40
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,64.0,Jul/18/2009 16:29:44
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,35.0,Jul/21/2009 18:39:43
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,45.0,Jul/24/2009 15:24:28
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,100,12.0,Jul/27/2009 18:12:07
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,5,5.0,Jul/27/2009 20:16:55
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,1,5.1,Jul/28/2009 20:39:43
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,5.0,Jul/28/2009 21:06:42
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,90,5.0,Jul/29/2009 17:12:57
684943,SWINE.FLU.US.JUL09.50000+,50,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,1,5.0,Jul/30/2009 16:58:42
