market id,market symbol,market name,trade quantity,trade price,date/time [utc]
684940,SWINE.FLU.US.JUL09.35000+,35,000 or more cases of A/H1N1 Swine Flu to be reported in the US before midnight ET on 31 Jul 2009,10,85.0,Jun/26/2009 03:25:24
