market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-19,,,,,0,0,,
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-20,65.0,65.0,65.0,65.0,8,8,65.0,65.0
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-21,65.0,65.0,60.0,60.0,35,27,65.0,60.0
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-22,60.0,75.0,60.0,75.0,64,29,75.0,60.0
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-23,55.0,60.0,55.0,60.0,67,3,75.0,55.0
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-24,60.0,60.0,60.0,60.0,96,29,75.0,55.0
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-25,60.0,60.0,60.0,60.0,111,15,75.0,55.0
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-26,57.5,60.0,7.5,7.5,129,105,75.0,7.5
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-27,24.0,25.0,0.1,19.0,167,57,75.0,0.1
766842,ATLAS.+$14.0M,Cloud Atlas to gross OVER $14.0M in opening weekend,2012-10-28,0.1,0.1,0.1,0.1,167,2,75.0,0.1
